0.3612,0.227,0.2249,0.2206,0.1971,0.1757,0.1702,0.1649,0.1577,0.1534,0.1461,0.1266,0.1413,0.1569,0.1736,0.1265,0.0934,0.0843,0.1778,0.1679,0.0513,0.0992,0.2142,0.0942,0.1575,
0.3589,0.2273,0.2281,0.2209,0.1982,0.174,0.1724,0.1642,0.1558,0.155,0.1471,0.1276,0.1425,0.1583,0.1745,0.1245,0.0935,0.0847,0.1785,0.1695,0.0515,0.0995,0.2144,0.0926,0.1555,
0.3618,0.2266,0.2208,0.2215,0.1968,0.1746,0.1708,0.1632,0.1586,0.1547,0.1459,0.1284,0.1402,0.1596,0.174,0.127,0.0944,0.0869,0.1759,0.169,0.0525,0.0992,0.216,0.093,0.1568,
0.3604,0.225,0.2237,0.2224,0.1991,0.1749,0.1697,0.1647,0.158,0.1551,0.1459,0.1256,0.1424,0.1562,0.1736,0.1263,0.0938,0.0866,0.1759,0.1704,0.0524,0.1001,0.2138,0.0927,0.1567,
0.36,0.2265,0.2242,0.223,0.1993,0.1759,0.1687,0.1648,0.1576,0.1546,0.1471,0.1262,0.1412,0.1583,0.1716,0.1254,0.0942,0.0833,0.1753,0.1687,0.0519,0.097,0.2152,0.0933,0.1549,
