0.3614,0.2272,0.225,0.2212,0.1971,0.1758,0.1648,0.1571,0.1535,0.146,0.1267,0.1412,0.157,0.1736,0.1265,0.0935,0.0845,0.1781,0.1681,0.0509,0.0993,0.2144,0.0943,0.1592,
0.3591,0.2274,0.2281,0.2216,0.1982,0.1742,0.164,0.1553,0.1551,0.147,0.1277,0.1424,0.1583,0.1744,0.1246,0.0935,0.0848,0.1788,0.1697,0.051,0.0995,0.2147,0.0926,0.1571,
0.362,0.2268,0.2209,0.2223,0.1969,0.1747,0.1633,0.1582,0.1548,0.1458,0.1284,0.1401,0.1596,0.174,0.127,0.0944,0.0872,0.1762,0.1692,0.0521,0.0992,0.2163,0.0931,0.1587,
0.3607,0.2252,0.2238,0.2231,0.1992,0.1751,0.1645,0.1573,0.1552,0.1457,0.1257,0.1422,0.1563,0.1734,0.1264,0.0938,0.0869,0.1761,0.1706,0.0519,0.1002,0.2141,0.0928,0.1582,
0.3602,0.2266,0.2241,0.2237,0.1993,0.1761,0.1646,0.157,0.1547,0.147,0.1263,0.1411,0.1583,0.1715,0.1255,0.0943,0.0834,0.1755,0.1689,0.0513,0.0971,0.2155,0.0934,0.1564,
